"File Name","Item Sequence","Title","Descriptive title","Thumbnail URL","Related","viewingHint","Parent ARK","Item ARK","Object Type","AltTitle.other","AltTitle.uniform","Undertext Objects","Overtext Manuscript","Place of origin","Date.normalized","Date.creation","Scribe","Author","Associated Name","Contributors","Contents note","Contents","Colophon","Incipit","Explicit","References","Provenance","General note","Format.extent","Format.weight","Form","Format.dimensions","Folio dimensions","Support","Foliation","Collation","Page layout","Hand note","Illustrations note","Inscription","Additions","Binding note","Binding condition","Ink color","Features","Condition note","Type.typeOfResource","Type.genre","Language","Text direction","Writing system","Script","Script note","Rights.statementLocal","Rights contact","Name.repository","Shelfmark","Collection","Other version(s)","IIIF Manifest URL","delivery","image count","Viscodex"
"","","Sinai, St. Catherine’s Monastery, Greek 962","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1cc1x9p/0,902,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1qj8f7g","Work","","Euchologion","John Chrysostom. Ecloga 21, De imperio, potestate et gloria (Greek, Perlschrift, 10th c. CE), ff. 182, 187|~|Hymns on Saint Nicholas (Greek, Minuscule, 11th c. CE), ff. 183,186|~|Menaion for July (Greek, Minuscule, late 10th-11th c. CE), ff. 184–185|~|Menaion for May (Greek, Sloping majuscule, 8th-9th c. CE), ff. 183,186","","Palestine?","1051/1100","Second half 11th c.  CE","","","","","","","","","","Gardthausen|~|Kamil|~|Rossetto","","","202 ff.","","Codex","150 x 100 x 80 mm","140 x 100 mm","Parchment","","Quire 1: 1x6+1 (7); Quires 2-4: 3x8 (31); Quire 5: 1x6 (37); Quire 6: 1x6+1 (44); Quires 7-8: 2x8 (60); Quire 9: 1+1x10 (71); Quire 10: 1x14 (85); Quires 11-21: 11x8 (173); Quire 22: 1x6+1+1 (181); Quire 23: 1x6 (187); Quire 24: 1x8 (195); Quire 25: 1+1x6 (202)|~|Quire signatures preserved at the beginning of each quire, except the first and the seventh | Presence of reinforcement strips at the beginning, end, and middle of most quires | Palimpsest is only in Quire 23 (ff. 182-187), which is more recent than the rest of the manuscript (13th c.), although the overtext is continuous","","","","","","Leather on wood, back and front cover consist of two pieces of leather; visible fabric layer, no paste-downs","Binding partially missing, spine exposed","brown","Palimpsest|~|Multispectral Imaging","Codex with damaged spine","text","Liturgical texts","grc|~|ara|~|lat","","Greek|~|Arabic|~|Roman","Greek minuscule","Formal round upright minuscule, which recalls the “Perlschrift”","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 962","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1qj8f7g/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 966","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1fb5p4b/0,1022,6132,6132/150,150/0/default.jpg","Greek 966, Greek NF M 21, Greek NF M 68 and Bryn Mawr 2012.11.98 originally belonged to the same manuscript","paged","ark:/21198/z1bk2gmg","ark:/21198/z1cz3pr7","Work","","Euchologion","Oktoechos (Greek, Upright majuscule, 9th c.? CE), ff. 81, 84, 89, 92, 95–96, 101–102|~|Quaestiones et responsiones (?) (Greek, Minuscule, mid 10th - mid 11th c. CE), ff. 80, 85|~|Unidentified Hymn (Greek, Sloping pointed majuscule, 9th c.? CE), ff. 56, 61|~|Typikon (Greek, Minuscule, second half 11th c. CE), ff. 47–102","","Southern Italy (Salento)","1101/1200","12th c.  CE","","","","","","","","","","Gardthausen|~|Kamil|~|Rossetto","","","102 ff.","","Codex","170 x 120 x 42 mm","169 x 110 mm","Parchment","","Quires 1-3: 3x8 (24), Quire 4: 1x8+1+1 (34), Quire 5: 1x6+1+1 (42), Quire 6: 1x2+1+1 (46), Quire 7: 1x6+1+1 (54), Quires 8-12: 5x8 (94), Quire 13: 1x6+1+1 (102)|~|Quire signatures on first folio of new quire in Greek (2, 3, 5, 6, 7, 8, 9) for quires 6, 7, 9, 10, 11, 12, 13, beginning on f. 43","","","Decorative bars","","","","","black-brown; some words highlighted in yellow","Palimpsest|~|Rubrication|~|Decoration, Geometric|~|Multispectral Imaging","Codex incomplete at beginning and end | Quires 1-3 detached, quires 4-10 sewn, quires 11-13 (ff, 79-102) detached","text","Liturgical texts","grc","","Greek","Greek minuscule","Small, upright minuscule (style rectangulaire aplati ou écrasé)","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 966","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1cz3pr7/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF M 130","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz16110vp/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z10v8nt5","Work","","Troparion","John Climacus. Ladder of Divine Ascent (Greek, Minuscule, 11th c. CE), f. 1","","","1101/1300","12th-13th c.  CE","","","","","","","","","","Greek New Finds","","","1 ff.","","Folium","","165 x 130 mm","Parchment","Not foliated","","","","","","","","","black; initials overlaid in red","Palimpsest|~|Rubrication|~|Initial(s), Decorated|~|Multispectral Imaging","","text","Liturgical texts|~|Hymnals","grc","","Greek","Greek minuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF M 130","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz10v8nt5/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF M 48","Prayers for vespers and matins","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1pz5nmk/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1jm2s61","Work","","","Typikon (Greek, Minuscule, 11th c. CE), ff. 22–27|~|Hymnal (Latin, 9th-10th c. CE), ff. 2–13, 14r, 15v, 16–21, 28–29","","","1301/1400","14th c.  CE","","","","","","","","","","Greek New Finds","","","30 ff.","","Codex","128 x 110 mm","128 x 110 mm","Parchment","","Quire 1: 1+1x8 (9); Quire 2: 1x10 (19); Quire 3: 1x10+1 (30)|~|Quire signatures in outer upper margin for quire 2","","","","","","Binding of reinforced leather from three pieces, stitched together horizontally; fastening strips","","black","Palimpsest|~|Multispectral Imaging","","text","Prayers|~|Liturgical texts","grc","","Greek","Greek minuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF M 48","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1jm2s61/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF M 90","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz19z9hdb/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1b289w3","Work","","Horologion","Unidentified Horologium (Ethiopic, Ge'ez, before the 13th c. CE), ff. 12–13|~|Unidentified Homily on themes from Deuteronomy and Matthew (Ethiopic, Ge'ez, before the 13th c. CE), ff. 1, 7|~|Unidentified (Ethiopic, Ge'ez, before the 13th c. CE), f. 15","","","1201/1300","13th c.  CE","","","","","","","","","","Greek New Finds","","","17 ff.","","Quire(s)","172 x 113 mm","172 x 113 mm","Parchment","Foliation in pencil provisional, not sequential","Quire 1: 1x6+1 (7, fol. 6 single-folio);  Quire 2: 1+1 (9); Quire 3: 1x2 (11); Quire 4: 1x2 (13); Quire 5: 1x4 (17)","","","","","","","","black","Palimpsest|~|Rubrication|~|Multispectral Imaging","Unsewn quires, one small fragment; folios partially fragmentary and badly damaged | Text may be missing","text","Liturgical texts","grc","","Greek","Greek minuscule","Diacritics in red","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF M 90","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1b289w3/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF M 98","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz14t6jxd/1022,0,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1w385bk","Work","Liturgical canons of the Parakletike","Octoechos","Gospel of Luke (Greek, Upright pointed majuscule, late 10th-early 11th C. CE), ff. 1–2","","","1201/1250","First half 13th c.  CE","","","","","","","","","","Greek New Finds","","","2 ff.","","Bifolium","","136 x 113 mm","Parchment","","","","","","","","","","black; initials and titles in red","Palimpsest|~|Initial(s), Decorated|~|Rubrication|~|Multispectral Imaging","Detached bifolio; irregular margin at the top","text","Liturgical texts","grc","","Greek","Greek minuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF M 98","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1w385bk/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF MG 14","Lives of Saints ; Encomium on the Theotokos","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1rr30pd/902,0,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1pk1d26","Work","","","1 Kings (1 Samuel) (CPA, 6th-7th c. CE), ff. 16, 21, 28|~|Job (CPA, 6th-7th c. CE), ff. 18–19|~|Proverbs (CPA, 6th-7th c. CE), ff. 17, 20|~|Numbers (Greek, Biblical majuscule, 6th c. CE), ff. 1–15, 22–27","","","901/1000","10th c.  CE","","","","","","","","","","Greek New Finds","","","28 ff.","","Folium","194 x 127 mm","194 x 127 mm","Parchment","Continuous foliation was added in pencil in the top right by Father Justin, August 2015","1x2 (2), Quires 1-2: 2x6 (14), Quire 3: 1x8 (22), 1x2 (24), 4x1 (28)","","","","","","","","light-brown","Palimpsest|~|Multispectral Imaging","2 bifolios, 3 unsewn quires, 2 bifolios, 4 detached folios","text","Hagiographies","grc","","Greek","Greek majuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF MG 14","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1pk1d26/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF MG 2","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1d8007h/0,902,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1862z2p","Work","","Bible. Epistles of Paul","Antiochus the Monk. Pandectes Scripturae Sacrae (Greek, Sloping pointed majuscule, second half 9th c. CE), ff. 87, 90, 94–95, 98–99, 103, 107|~|Socrates of Constantinople (Scholasticus). Historia ecclesiastica (Greek, Sloping pointed majuscule, second half 9th c. CE), ff. 1–31, 38–41, 44r–46, 48–49, 68–70, 72–73, 75–82, 83–86, 88–89, 91–93, 100–101, 108–109|~|Old Testament Passages (Greek, Sloping pointed majuscule, 8th c. CE), ff. 32–37, 42, 43, 47, 50–67, 71, 74, 96, 97, 102, 104–106, 110–114","","","801/900","9th c.  CE","","","","","Bilingual Greek and Arabic in two columns","","","","","Greek New Finds","","","115 ff.","","Codex","240 x 185 x 33 mm","240 x 185 mm","Parchment","Foliation top margin in pencil by a later hand (followed here); some folios have additional foliation in pencil by a later hand in outer margin (which is ignored)","1x2+3x1+3x2+1 (12), Quire 1: 1x8 (20), Quire 2: 1x4+1+1 (26), Quire 3: 1x4 (30), Quire 4: 1x8 (38), Quire 5: 1x8+1+1 (48), Quire 6: 1x6 (54), Quire 7: 1x6 (60), Quire 8: 1x8 (68), Quire 9: 1x8 (76), Quire 10: 1x8 (84), Quire 11: 1x8 (92), Quire 12: 1x8 (100), Quire 13: 1x8 (108), 1+1+2x2+1 (115)|~|Quire signatures in Greek on recto (and verso) of first (and last) folios of a quire (not followed here), beginning with quire number 18, as follows: folio 12v (end of quire 18), folio 13r (quire 19), folio 21r (quire 20), folio 27r (quire 21), folio 31r (quire 22), folio 30r (quire 23), folio 55r (quire 26), folio 61r (quire 27), folio 69r (quire 28), folio 77 (quire 29), folio 85r (quire 30), folio 93r (quire 31), folio 101r (quire 32)|~|Original quires 24 and 25 are missing, and some quires have folios missing","","","Decorative bands in red and black","","","","Binding absent","black; initials and titles in red","Palimpsest|~|Parallel text|~|Rubrication|~|Decoration, Geometric|~|Initial(s), Decorated|~|Multispectral Imaging","Unbound quires; some folios fragmentary | Folios have been cleaned and flattened","text","Biblical texts","grc|~|ara","","Greek|~|Arabic","Greek majuscule|~|Naskh","The Greek is a late inclined majuscule, with accents and breathings","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF MG 2","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1862z2p/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF MG 24","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1kw65h6/1022,0,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1rr2nnf","Work","Kathismata","Hymns","Acta Pilati (CPA, 6th-7th c. CE), f. 27|~|Basil of Caesarea. Homily 8 on the Hexaemeron (Greek, Sloping majuscule, 8th-9th c. CE), ff. 25–26|~|Psalter A (Greek, Biblical majuscule, 8th c. CE), ff. 1, 2, 4–16|~|Psalter B (Greek, Sloping majuscule, 9th c. CE), ff. 17–24|~|Psalter C (Greek, Sloping majuscule, 9th c. CE), f. 27","","","801/1000","9th-10th c.  CE","","","","","","","","","","Greek New Finds","","","27 ff.","","Folium","158 x 115 x 19 mm","158 x 115 mm","Parchment","Regular foliation in bottom right corner (followed here); Irregular foliation in upper right corner | Sequence of folios may not reflect the sequence of the overtext","3x1 (3); Quire 1: 1x4 (7), 1x1 (8); Quire 2: 1x8 (16); Quire 3: 1x8 (24), 1x2 (26), 1x1 (27)","","","Decorative bars in black and red","","","","","black; initials and titles in red","Palimpsest|~|Rubrication|~|Decoration, Geometric|~|Multispectral Imaging","Individual folios and bifolios | Each folio and bifolio has been pressed and flattened","text","Hymnals","grc","","Greek","Greek majuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF MG 24","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1rr2nnf/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF MG 29","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz19p34sp/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1kp8b5g","Work","Parakletike","Octoechos","Gospel of Matthew (Greek, Alexandrian majuscule, second half 6th c. CE), throughout ff. 1–46|~|Psalms (Greek, Sloping pointed majuscule, second half 8th c. CE), ff. 1–2","","Palestine","801/900","9th c.  CE","","","","","","","","","","Greek New Finds|~|Perria","","","42 ff.","","Folium","200 x 154 x 24 mm","200 x 154 mm","Parchment","For the complete folios, there are different foliation systems in pencil, all incomplete and not corresponding to current sequence; the last two folios carry no foliation|~|Cataloging and imaging follows current sequence of folios as found in February 2014; alternate foliations are indicated for each folio|~|The handwritten catalogers' notes in the cardboard manuscript wrapping yield no relevant information regarding foliation; the sleeves which contain the fragments are numbered 1 to 46","Mostly single folios, some bifolios","","","","","","","","black","Palimpsest|~|Multispectral Imaging","Burn marks; many folios badly eaten | All folios were pressed and flattened, some have white fibers attached","text","Liturgical texts","grc","","Greek","Greek majuscule|~|Greek minuscule","Mixed script","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF MG 29","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1kp8b5g/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF MG 32","Martyrologion","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1d79dk1/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1fx7khn","Work","","","Gospel Lectionary (CPA, 5th-7th c. CE), ff. 13–16|~|Old Testament Lectionary (CPA, 6th–7th c. CE), ff. 1–12, 17–19|~|Unidentified Text (Greek), f. 20","","","801/900","9th c.  CE","","","","","","","","","","Greek New Finds","","","21 ff.","","Folium","230 x 170 mm","220 x 160 mm","Parchment","Some folios numbered in large pencil numerals; consecutive foliation in small pencil numerals in lower right (followed here)","1x2 (2); Quires 1-2: 2x4 (10), 11x1 (21)","","","","","","","","black-brown","Palimpsest|~|Multispectral Imaging","Loose folios and bifolios, envelope with very small fragments; all folios in fragmentary condition, some severely so | Folios have been pressed and flattened","text","Martyrologies","grc","","Greek","Greek majuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF MG 32","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1fx7khn/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek NF MG 99","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1k085wx/902,0,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1jt0ncx","Work","Liturgical canons and troparia ; Funeral stichera","Troparion|~|Sticherarion","1 Corinthians (Greek, Biblical majuscule, mid 5th c. CE), ff. 1–6|~|Colossians (Greek, Biblical majuscule, mid 5th c. CE), frg-1r, frg-1v|~|Philippians (Greek, Biblical majuscule, mid 5th c. CE), frg-2r, frg-2v, frg-3r, frg-3v|~|Romans (Greek, Biblical majuscule, mid 5th c. CE), frg-4r, frg-4v|~|Unidentified, frg-5r, frg-5v, frg-6r, frg-6v","","Palestine","801/900","9th c.  CE","","","","","","","","","","Greek New Finds|~|Perria","","","","","Folium","","148 x 100 mm","Parchment","Images were captured prior to continuous foliation; foliation was added in pencil in the top right by Father Justin, August 2015","","","","Decorative line of curved strokes in red and black ink","","","","","","Palimpsest|~|Decoration, Geometric|~|Multispectral Imaging","Folios and fragments","text","Liturgical texts|~|Hymnals","grc","","Greek","Greek majuscule|~|Greek minuscule","Mixed script","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek NF MG 99","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1jt0ncx/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Slavonic NF M 3","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1g44s4f/0,902,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1rb7dmv","Work","Psalterium Demetrii Sinaitici","Psalter","Unidentified Liturgical Text (Church Slavonic, mid 11th c. CE), ff. 141av, 141bv, stub-141br|~|Unidentified Liturgical Text (Church Slavonic, Glagolitic, 11th c. CE), ff. 141a, stub-141a, 141b, stub-141b, 141c, stub-141c|~|Unidentified Liturgical Text (Church Slavonic, Glagolitic, 11th c. CE), ff. 141a, stub-141a, 141b, stub-141b, 141c, stub-141c|~|Unidentified Liturgical Text (Latin, Carolingian, 9th-10th c. CE), f. 141av","","","","n.d.","","","","","","","","","","Miklas, et al.","","","151 ff.","","Codex","89 x 79 mm","89 x 79 mm","Parchment","Foliated in pencil, ff. 141a-141c; the last three folios are unnumbered and are identified by their conjoin and preceded by a minus sign, for example -141ar (recto) or -141av (verso)","Unsewn palimpsest quire of three bifolios of smaller size, inserted after fol. 141: 1x6 (6)","","","","","","Leather on wood"," Lower board fragmentary; damaged spine","black","Palimpsest|~|Multispectral Imaging","","text","Liturgical texts|~|Biblical texts","chu","","Glagolitic","Glagolitic","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Slavonic NF M 3","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1rb7dmv/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Slavonic NF M 5","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1zw1r92/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1mk6nxk","Work","Liturgiarium sive Euchologium glagoliticum secundum (olim Missale)","Euchologion","Unidentified (Church Slavonic, Glagolitic), ff. 64r, 68, 70v|~|Unidentified Liturgical Texts (Church Slavonic, Glagolitic, 10th-11th c.? CE), ff. 8, 9v, 12r, 13v, 17, 18v, 19v, 20v, 21r, 23v, 24, 27v, 28r, 29r, 30, 32r, 32v, 33r, 34–37, 38v, 39–40, 41v, 42r, 44v, 47v, 50r, 51r, 52r, 53v, 54–56, 57v, 58r, 59v, 60, 61r, 62v, 63, 64v, 66r, 69v, 71, 72r, 73–74, 77v, 78v, 79–80, 81v, 83–84, 86r, 87r, 88, 90v, 92v, 93, 94v, 96r, 97r, 98r, 99, 101v, 102v, 106","","Sinai","1026/1050","Second quarter 11th c. CE","","","","","Missal (according to Tarnanidis) | Palimpsest suspected throughout","","","","","Miklas 2000","","","100 ff.","","Folium","","137 x 105 mm","Parchment","Pencil foliation does not necessarily represent original sequence; there is only partial correspondence between the sequence of images, the pencil foliation on individual rectos and versos, and Miklas 2000","","","","Decorative bars in black, red and blue | Two round ornaments with inscriptions on ff. 13r and 20v, the first completely faded out, the latter with remnants of colouring (brownish red, black, blue)","","","","Remnants of binding in Envelope 1","brown; initials in black, blue, and red","Palimpsest|~|Decoration, Geometric|~|Initial(s), Decorated|~|Multispectral Imaging","Poorly legible overtext, some erasures due to scraping or washing|~|Folios and fragmented folios, some very small | Small piece in Envelope 1 with majuscule Greek writing was originally inserted between ff. 18v and 19r","text","Liturgical texts","chu","","Glagolitic","Glagolitic","Round Glagolica","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Slavonic NF M 5","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1mk6nxk/manifest","delivery sppms","",""
