File Name,Item Sequence,Title,Descriptive title,Thumbnail URL,Related,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Undertext Objects,Overtext Manuscript,Place of origin,Date.normalized,Date.creation,Scribe,Author,Associated Name,Contributors,Contents note,Contents,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Format.weight,Form,Format.dimensions,Folio dimensions,Support,Foliation,Collation,Page layout,Hand note,Illustrations note,Inscription,Additions,Binding note,Binding condition,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,Shelfmark,Collection,Other version(s),IIIF Manifest URL,delivery,image count,Viscodex
,,"Sinai, St. Catherine’s Monastery, Arabic 621",Commentary on the Epistle to the Romans by St. John Chrysostom,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1rj5ntr,Work,,,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,147 ff.,583.3 g,Codex,188 x 139 x 40 mm,,Paper,,,,,Decorated Greek initials on front and back pastedowns,,,,,,"Rubrication|~|Marginalia|~|Initial(s), Decorated",,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 621,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891692 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rj5ntr/manifest,delivery 2,304,
,,"Sinai, St. Catherine’s Monastery, Arabic 623",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv33k7%2Fgd35vt36/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1dv33k7,Work,,Bible. Psalms|~|Psalter,,,,1201/1300,13th c. CE,,,,,Psalms with Kathismata inserted in text,,,,,Kamil,,,125 ff.,192 g,Codex,149 x 110 x 30.0 mm,,Paper,,,,,,,,,,,,,text,Biblical texts|~|Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 623,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871436 ,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv33k7/manifest,delivery 6.2,256,
,,"Sinai, St. Catherine’s Monastery, Arabic 624",Prayers,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w4hnk%2Ft853n59q/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z18w4hnk,Work,,Liturgy of Saint John Chrysostom,,,,1601/1700,17th c. CE,,"John Chrysostom, Saint, -407",,,,,,,,Kamil,,,23 ff.,138.3 g,Codex,224 x 165 x 12 mm,,Paper,,,Some pages with double columns (Greek on the left),,"Geometric decorations on ff. 12r, 13r, 14r, fleurons | Decorated Greek initials on ff. 2r-11r; f. 20r with leaves",,,,,,"Rubrication|~|Decoration, Geometric|~|Initial(s), Decorated",,text,Liturgical texts,ara|~|grc,right-to-left,Arabic|~|Greek,Greek minuscule|~|Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 624,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871437 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18w4hnk/manifest,delivery 1,57,
,,"Sinai, St. Catherine’s Monastery, Arabic 625",Two religious debates between a Moslem prince and a Christian monk in presence of the Caliph,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7bmr%2F7x18dh0t/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z16d7bmr,Work,,,,,,1501/1600,16th c. CE,,,,,Beginning of first debate lost. Second debate is between a monk (Ibrahim at-Tabarani) and a prince (Abd ar-Rahman ibn nbd al-Malik ibn Salih al-Hashimi). Subject of second debate is the sonship of Christ to God and God’s Trinity,,,,,Kamil,,,110 ff.,613.5 g,Codex,220 x 161 x 43 mm,,Paper,,,,,,,,,,,Rubrication|~|Marginalia|~|Colophon,,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 625,Old Collection,https://www.loc.gov/item/00279390763-ms/,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d7bmr/manifest,delivery 4.2,426,
,,"Sinai, St. Catherine’s Monastery, Arabic 626","Commentary on the Epistles to the Hebrews by St. John Chrysostom, in 34 discourses",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1r79jm7,Work,,,,,,1725,1725 CE,,,,,,,"""The completion of [the copying of] this blessed book occurred during the day on Wednesday 19 in the month of holy Iyār [May] in the Year of Our Father Adam, the best of peace be upon him, [Anno Mundi] 7233 by … Michael a clergyman …"" (f. 231r).",,قد كمل الكتاب (f. 231r)؛ و كان نجاز من هذ الكتاب المبارك (f. 231r).,Kamil,,,231 ff.,2240.9 g,Codex,326 x 225 x 59 mm,,Paper,f. 87 lacking,,,Scribe: Michael (f. 231r),"Minor geometric headpieces throughout, beginning on f. 8v","Supplicant and donation or purchase inscriptions, f. 231v",,,,,"Rubrication|~|Marginalia|~|Colophon|~|Dated|~|Decoration, Geometric|~|Inscription(s)",,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh|~|Thuluth,Section headings written with thuluth,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 626,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871438 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r79jm7/manifest,delivery 3,476,
,,"Sinai, St. Catherine’s Monastery, Arabic 628",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1543rwq%2Fwx40pm37/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1543rwq,Work,Four Gospels,Bible. Gospels,,,,1336,1336 CE,,,,,"Preceded by index and short introduction, followed by table of Gospel lessons to be recited throughout the year |~| Tables of contents on ff. 37r-38r; ff. 59r- 61r ",,,,,Kamil,,,141 ff.,975.5 g,Codex,253 x 195 x 47 mm,,Paper,,,,,"Architectural decoration on end flyleaf 1v, altar | Geometric decoration on end flyleaf 1r, two crowns",,,,,,"Rubrication|~|Dated|~|Marginalia|~|Decoration, Geometric|~|Table(s) of Contents",,text,Biblical texts|~|Gospel books,ara|~|grc,right-to-left,Arabic|~|Greek,Greek minuscule|~|Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 628,Old Collection,https://www.loc.gov/item/0027939074A-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1543rwq/manifest,delivery 1,294,
,,"Sinai, St. Catherine’s Monastery, Arabic 63",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9ddf%2F4998w68n/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1hd9ddf,Work,Psalter and Odes,Bible. Psalms|~|Bible. Odes|~|Psalter,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,338 ff.,1034 g,Codex,167 x 141 x 91.0 mm,,Paper,,,,,,,,,,,,,text,Biblical texts|~|Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 63,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891605 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hd9ddf/manifest,delivery 6.1,689,
,,"Sinai, St. Catherine’s Monastery, Arabic 65",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x64r73%2Ftg97gf3g/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1x64r73,Work,Psalter and Commentary,Bible. Psalms|~|Psalter,,,,1201/1300,13th c. CE,,"Anṭākī, ʻAbd Allāh ibn al-Faḍl, -approximately 1052",,,151 Psalms with Commentary by Bishop ‘Abdallah ibn al-Fadl of Antioch,,,,,Kamil,,,258 ff.,938.8 g,Codex,185 x 146 x 69 mm,,Paper,,,,,,,,,,,Rubrication|~|Marginalia,,text,Biblical texts|~|Liturgical texts|~|Commentaries,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 65,Old Collection,https://www.loc.gov/item/00279385950-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x64r73/manifest,delivery 1,526,
,,"Sinai, St. Catherine’s Monastery, Arabic 66",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1931xh0%2Fm130cp0d/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1931xh0,Work,Psalter and Commentary,Bible. Psalms|~|Psalter,,,,1266,1266 CE,,"Anṭākī, ʻAbd Allāh ibn al-Faḍl, -approximately 1052",,,"Psalms 2 to 151. Kathismata inserted in text. Commentary by ‘Abdallah ibn al-Fadl of Antioch. Followed by treatise in 71 chapters on ethics and religious doctrine entitled “Kitab ar-Raudah” with extracts from the Old and New Testaments, the sayings of the Fathers and a considerable number of ancient philosophers",,,,,Kamil,,,396 ff.,1711.6 g,Codex,214 x 153 x 105 mm,,Paper,,,,,Minor geometric headpiece on f. 385,,,,,,"Rubrication|~|Marginalia|~|Decoration, Geometric|~|Dated|~|Headpiece(s)",,text,Biblical texts|~|Liturgical texts|~|Commentaries,ara,right-to-left,Arabic,Naskh|~|Greek minuscule,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 66,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891580 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1931xh0/manifest,delivery 4.1,802,
,,"Sinai, St. Catherine’s Monastery, Arabic 67",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf40hr%2Fr402m27p/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1sf40hr,Work,Psalter and Commentary,Bible. Psalms|~|Psalter,,,,1537,1537 CE,,,,,,,,,,Kamil,,,218 ff.,1227.0 g,Codex,235 x 160 x 77 mm,,Paper,,,,,,,,,,,Rubrication|~|Dated|~|Marginalia,A few loose leaves,text,Biblical texts|~|Liturgical texts|~|Commentaries,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 67,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891606 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf40hr/manifest,delivery 1,446,
,,"Sinai, St. Catherine’s Monastery, Arabic 673","Prayers, Holy Communion Prayer","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj05bd%2Fkq30f89w/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1tj05bd,Work,,,,,,1201/1300,13th c. CE,,,,,,,,,,Kamil,,,27 ff.,38.2 g,Codex,147 x 99 x 8.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 673,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871439 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tj05bd/manifest,delivery 6.1,59,
,,"Sinai, St. Catherine’s Monastery, Arabic 674",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3rvt%2Fbf46tw8q/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z13n3rvt,Work,,Horologion,,,,1601/1700,17th c. CE,,,,,,,,,,Kamil,,,303 ff.,786.3 g,Codex,180 x 135 x 60.0 mm,,Paper,,,,,,,,,,,,,text,Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 674,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871440/NLI,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n3rvt/manifest,delivery 6.3,614,
,,"Sinai, St. Catherine’s Monastery, Arabic 675",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9dm4%2Fh420pq6n/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1pr9dm4,Work,,Octoechos,,,,1708,1708 CE,,,,,,,,,,Kamil,,,208 ff.,533.7 g,Codex,170 x 128 x 58.0 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts|~|Hymnals,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 675,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871441 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pr9dm4/manifest,delivery 6.1,425,
,,"Sinai, St. Catherine’s Monastery, Arabic 676",Treatises (34) by John Chrysostom,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n6kvk%2Ft548hb7h/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z12n6kvk,Work,,,,,,1607,1607 CE,,,,,,,,,,Kamil,,,131 ff.,597.1 g,Codex,224 x 162 x 33 mm,,Paper,fols. 34-36 repeat,,,,,,,,,,Rubrication|~|Marginalia|~|Colophon|~|Dated,,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,Naskh|~|Thuluth,Section headings written with thuluth,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 676,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890987 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n6kvk/manifest,delivery 4.2,1048,
,,"Sinai, St. Catherine’s Monastery, Arabic 677",Canons of Pope Clement | Canons of the Oecumenical Councils,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932bvt%2F3k55427v/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1932bvt,Work,,,,,,1201/1300,13th c. CE,,,,,Canons of Pope Clement together with some of the Canons of the Oecumenical Councils beginning with the second Council convened at Constantinople,,,,,Kamil,,,85 ff.,380.3 g,Codex,212 x 156 x 31.0 mm,,Paper,,,,,,,,,,,,,text,Canon law,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 677,Old Collection,https://www.loc.gov/item/00279390738-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1932bvt/manifest,delivery 6.2,178,
,,"Sinai, St. Catherine’s Monastery, Arabic 678",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1960mx9,Work,,Octoechos,,,,1780,1780 CE,,,,,,,,,,Kamil,,,253 ff.,2913.2 g,Codex,358 x 259 x 87 mm,,Paper,"f. 1 lacking; ff. 1 and 250 treated as front and back board inside, respectively",,,,,,,,,,Rubrication|~|Colophon|~|Dated|~|Marginalia,f. 250 partially attached to inside back board,text,Liturgical texts|~|Hymnals,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 678,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891694 ,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1960mx9/manifest,delivery 3,516,
,,"Sinai, St. Catherine’s Monastery, Arabic 679",Six discourses on Priesthood derived from debates between St. Basil and St. John Chrysostom,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw38bg%2Fc646b51z/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1zw38bg,Work,,,,,,1201/1300,13th c. CE,,,"Basil, Saint, Bishop of Caesarea, approximately 329-379|~|John Chrysostom, Saint, -407",,,,,,,Kamil,,,109 ff.,663.5 g,Codex,222 x 156 x 37.0 mm,,Paper,,,,,,,,,,,,,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 679,Old Collection,https://www.loc.gov/item/00279390726-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw38bg/manifest,delivery 6.3,227,
,,"Sinai, St. Catherine’s Monastery, Arabic 68",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42hm2%2Fhd956j43/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1v42hm2,Work,Four Gospels,Bible. Gospels,,,,1301/1400,14th c. CE,,,,,,,,,,Kamil,,,407 ff.,472.3 g,Codex,149 x 114 x 59.0 mm,,Paper,,,,,,,,,,,,,text,Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 68,Old Collection,https://www.loc.gov/item/00279386024-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v42hm2/manifest,delivery 6.3,822,
,,"Sinai, St. Catherine’s Monastery, Arabic 680",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1mw3mg9,Work,Lectionary (Gospels),Evangelion,,,,1333,1333 CE,,,"John Chrysostom, Saint, -407",,With commentary on some lessons by St. John Chrysostom,,,,,Kamil,,,376 ff.,2154.2 g,Codex,260 x 187 x 90 mm,,Paper,,,,,"Ornate headpiece on f. 1v, two geometric crosses, two knotted crosses, with two elevated birds and a manicule, in red and green ink",,,,,,"Dated|~|Rubrication|~|Marginalia|~|Headpiece(s)|~|Decoration, Geometric|~|Decoration, Zoomorphic",,text,Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 680,Old Collection,https://www.loc.gov/item/00279391494-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mw3mg9/manifest,delivery 2,764,
,,"Sinai, St. Catherine’s Monastery, Arabic 681",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08p0g%2Fzg67m09d/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1k08p0g,Work,,Horologion|~|Kontakarion|~|Troparion,,,,1714,1714 CE,,,,,,,,,,Kamil,,,238 ff.,664.3 g,Codex,161 x 119 x 62.0 mm,,Paper,"ff. 130-139, 183-185 foliation repeats ; lacking f. 131 in second foliation",,,,,,,,,,Dated,,text,Liturgical texts|~|Hymnals,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 681,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891695 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k08p0g/manifest,delivery 6.1,485,
,,"Sinai, St. Catherine’s Monastery, Arabic 682",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9kk4%2Fbp29kk13/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1db9kk4,Work,Book of Liturgy (Euchologia),Euchologion,,,,1656,1656 CE,,,,,,,,,,Kamil,,,226 ff.,682.6 g,Codex,207 x 149 x 56 mm,,Paper,,,,,,,,,,,Dated,,text,Liturgical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 682,Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891689 ,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1db9kk4/manifest,delivery 5.1,460,
,,"Sinai, St. Catherine’s Monastery, Arabic 683",,,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1gq8227,Work,Anthologion for the whole year,Anthologion,,,,1601/1700,17th c. CE,,,,,,,,,,Kamil,,,200 ff.,1479.6 g,Codex,313 x 224 x 55 mm,,Paper,,,,,Decoration on f. 26r,,,,,,"Rubrication|~|Decoration, Geometric|~|Colophon",,text,Liturgical texts,ara,right-to-left,Arabic,Naskh|~|Thuluth,Section headings written with thuluth,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 683,Old Collection,https://www.loc.gov/item/00279391482-ms/,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gq8227/manifest,delivery 3,406,
,,"Sinai, St. Catherine’s Monastery, Arabic 684",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1rxs%2Ft220360k/full/!200,200/0/default.jpg",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1qc1rxs,Work,St. Nicon’s Great Pandect,"Nikon of the Black Mountain, ca. 1025-ca. 1100. Pandektēs",,,,1303,1303 CE,,"Nikon of the Black Mountain, ca. 1025-ca. 1100",,,Second part beginning with Discourse 34 and ending with discourse 63,,,,,Kamil,,,335 ff.,2678.9 g,Codex,280 x 209 x 105.0 mm,,Paper,f.321-327 repeats,,,,,,,,,,Dated,,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 684,Old Collection,https://www.loc.gov/item/00279391470-ms/,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qc1rxs/manifest,delivery 6.3,684,
