File Name,Item Sequence,Visibility,Title,IIIF Range,viewingHint,Parent ARK,Item ARK,Object Type,Rights.statementLocal,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Illuminator,Rubricator,Author,Commentator,Compiler,Translator,Summary,Contents,Colophon,Incipit,Explicit,Motif,Bibliography,References,Provenance,Signature,General note,Physical Description,Format.extent,Format,Format.dimensions,Support,Foliation,Collation,Page layout,Writing and hands,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights contact,Name.repository,AltIdentifier.local,Series,Collection (physical),Undertext object(s),Overtext mss,Other version,Ms cataloger/scholar,(originator of the digitized object),Lens make | Lens model,Aperature,Camera Operator
,,discovery,"Sinai Arabic 400. Menologion : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1gx5fxx,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Orthodox Eastern Church. Menologion,,1201/1300,,13th c.,,,,,,,,,,,نبتدي علیٰ إسم الله و بمعونته نكتب (f. 1v).,,,,,,,,,216 ff. ; 3286.2 g,Codex,332 x 238 x 78 mm,Paper,,,,,,,"ff. 1r (reader inscription), 214v (supplicant inscription), 215r (reader and supplicant inscriptions)",,,Rubrication|~|Marginalia,Rodent damage affecting text on ff. 1–5,text,Liturgical books|~|Antiphonaries|~|Menologion,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 400,,Sinai. Old Collection,,,https://www.loc.gov/item/00279389888-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 401. Menologion : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1c54q8t,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,الدّولاب,Orthodox Eastern Church. Menologion,,1201/1300,,13th c.,,,,,,,,,,,نبتدي علیٰ إسم الله و معونته نكتب (f. 1v).,,,,,,,,,273 ff. ; 3814.6 g,Codex,365 x 277 x 70 mm,Paper,,,,,,,"Front board inside (reader inscription), f. 271v (reader inscription)",,,"Rubrication|~|Marginalia|~|Border(s), Decorative",Rodent damage affecting text on ff. 229–back board inside,text,Liturgical books|~|Antiphonaries|~|Menologion,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 401,,Sinai. Old Collection,,,https://www.loc.gov/item/00279389931-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 402. Menologion : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z17d3zkj,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Orthodox Eastern Church. Menologion,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,129 ff. ; 1214.5 g,Codex,320 x 237 x 35 mm,Paper,ff. 65–67 lacking,,,,,,,Binding lacking,,Marginalia|~|Rubrication|~|Illustration(s),,text,Liturgical books|~|Antiphonaries|~|Menologion,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 402,,Sinai. Old Collection,,,https://www.loc.gov/item/00279389943-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 403. Menologion : manuscript, 1258. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z13n36s9,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Orthodox Eastern Church. Menologion,,1258,,1258,,,,,,,,,,,,,,,Gibson,,,February–April. f. 308r (peculiar marks in the margin).,,311 ff. ; 4516.1 g,Codex,347 x 268 x 110 mm,Paper,,,,"It seems there is a change of hands multiple times, e.g. round f. 285r.",,,"Front board inside (reader and supplicant inscriptions), f. 1r (reader inscription), back board inside (reader and multiple supplicant inscriptions)",,,"Rubrication|~|Marginalia|~|Border(s), Decorative|~|Illustration(s)",Rodent damage affecting text on ff. 306–309,text,Liturgical books|~|Antiphonaries|~|Menologion,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 403,,Sinai. Old Collection,,,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871421/NLI,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 405. Menologion : manuscript, 1335. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1zw2q8k,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Orthodox Eastern Church. Menologion,,1335,,1335,,,,,,,,,,,,,,,,,,Front and back covers can be buttoned together.,,237 ff. ; 3357.6 g,Codex,330 x 237 x 70 mm,Paper,,,,,"ff. 237r, 237v",,"Back board inside (supplicant inscription), ff. 237r (multiple reader inscriptions, multiple supplicant inscriptions, etc), 237v (multiple reader inscriptions, etc)",,,"Rubrication|~|Border(s), Decorative|~|Marginalia|~|Illustration(s)",,text,Liturgical books|~|Antiphonaries|~|Menologion,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 405,,Sinai. Old Collection,,,https://www.loc.gov/item/00279389955-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 406. Menologion : manuscript, 1264. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1v41zkm,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Orthodox Eastern Church. Menologion,,1264,,1264,,,,,,,,,,,,,,,,,,,,250 ff. ; 3127.9 g,Codex,342 x 274 x 84 mm,Paper,,,,,,,"f. 245v (supplicant inscription), Coptic[?] inscription (f. 229r)",Front board lacking,,Rubrication|~|Illustration(s)|~|Marginalia,Rodent damage affecting text on ff. 1–10 and 233–245,text,Liturgical books|~|Antiphonaries|~|Menologion|~|Hagiographies,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 406,,Sinai. Old Collection,,,https://www.loc.gov/item/00279389967-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 407. Menologion : manuscript, 1335. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1qf9x7m,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Orthodox Eastern Church. Menologion,,1335,,1335,,,,,,,,,,"""[The copying of] this book, which is for the month of Tammūz [June–July], finished on 20 in the month of Īlūl [Elul; August–September] in the Year of Our Father Adam [Anno Mundi] 6843 …"" (f. 253r).",نبتدي بمعونة الله و حسن توفيقه نكتب (f. 1r).,نجز هذه [sic] الكتاب (f. 253r).,,,,,,,,254 ff. ; 3524.4 g,Codex,326 x 250 x 79 mm,Paper,,,,,"ff. 1r (headpiece), 252v",,"f. 253r (reader and supplicant inscriptions), 253v (multiple reader inscriptions, etc), 254r (multiple reader inscriptions), 254v (multiple reader inscriptions, Coptic[?])",,,"Headpiece(s)|~|Rubrication|~|Illustration(s)|~|Marginalia|~|Border(s), Decorative|~|Colophon",,text,Liturgical books|~|Antiphonaries|~|Menologion,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 407,,Sinai. Old Collection,,,https://www.loc.gov/item/00279389979-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 412. Synaxarion : manuscript [ca 12th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1kp95jq,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Orthodox Eastern Church. Synaxarion,,1101/1200,,12th c.,,,,,,,,,,f. 199r,,نجز (f. 199r).,,,,,,,,200 ff. ; 1905.9 g,Codex,259 x 205 x 104 mm,Paper,,,,,,,"f. 184 is a new insert that differs stylistically from what precedes and follows it, and supplies text omitted earlier. The first three lines on f. 185r had to be repeated on f. 184r and then the supplied text is entered. However, those three lines were not crossed out as is usually done on similar occasions; instead, a diesis (double dagger) is provided before and after the lines with the instruction ""[s]eek this sign"" (last, rubricated line on f. 184v). ; Greek[?] Inscriptions on ff. 1r, 199v",,,Rubrication|~|Marginalia|~|Illustration(s),,text,Liturgical books|~|Antiphonaries|~|Synaxarium,ara,right-to-left,Arabic,,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 412,,Sinai. Old Collection,,,https://www.loc.gov/item/00279388434-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 417. Synaxarion : manuscript, 1095. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1fx8dww,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,سنكساري,Orthodox Eastern Church. Synaxarion,,1095,,1095,Nafūlā ibn Abul-Sarūr [?] the Morrocan priest (f. 318v)?,,,,,,,,,"""… listed in the Year of the World [Anno Mundi] 6603 and in the year of the Hegira [AH] 488."" (f. 318v).",,,,,,,,,,319 ff. ; 1737.6 g,Codex,232 x 196 x 102 mm,Paper,,,,Scribe: Nafūlā ibn Abul-Sarūr [?] the Morrocan priest (f. 318v)?,,,"ff. 1r (donation inscription), 318r, 318v, 319r (inc. calligraphic practice), 319v, back board inside (donation inscription) ; f. 24 is a new insert that differs stylistically from what precedes and follows it.",,,Headpiece(s)|~|Rubrication|~|Marginalia|~|Illustration(s)|~|Colophon,,text,Liturgical books|~|Antiphonaries|~|Synaxarium,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 417,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390830-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 423. Menologion : manuscript, 1626. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1dz1cqm,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Orthodox Eastern Church. Menologion,,1626,,1626,Simon the Deacon (f. 619r),,,,,,,,,"""The completion of the copying of this blessed book occurred on the 25[th] in the month of Iyār [May] in the Year of the Existence of the World [Anno Mundi] 7134 by … Simon the Deacon …"" (f. 619r).",نبتدي بعون الله تعالیٰ و إرشاده و حسن توفيقه نكتب (f. 1r).,,,,,,,,,620 ff. ; 4501.6 g,Codex,315 x 237 x 113 mm,Paper,,,,Scribe: Simon the Deacon (f. 619r),,,"Front flyleaf 1r (reader inscription), front flyleaf 1v, 615v (multiple reader inscriptions), 619r (donation inscription, Coptic[?]), 619v (multiple reader inscriptions, etc), back board inside (reader inscription)",,,Rubrication|~|Colophon,Rodent damage affecting text front board inside–f. 7,text,Liturgical books|~|Antiphonaries|~|Menologion,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 423,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390921-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 456. Historica and Patristica : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1960mwv,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1201/1300,,13th c.,,,,,,,,,,,نبتدي بعون الله نكتب (f. 1r).,تمّت بعون الله سبحانه (f. 169v).,,,,,,,,175 ff. ; 1407.8 g,Codex,281 x 195 x 61 mm,Paper,Back board inside foliated as f. 175(r),,,"It seems there is a change of hands multiple times, e.g. round f. 3v.",,,"Front board inside (supplicant inscription, reader inscription, calligraphic practice, Coptic[?]), ff. 169v (reader inscription), 174v (supplicant inscription)",,,Rubrication|~|Illustration(s)|~|Marginalia,,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 456,,Sinai. Old Collection,,,https://www.loc.gov/item/0027939110A-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 476. Paradise, Mimars, Lives, and Epistles : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1b57p5w,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,Bible. Epistles,,1201/1300,,13th c.,,,,,,,,,,,,,,,,,,,,200 ff. ; 1265.9 g,Codex,265 x 181 x 58 mm,Paper,,,,,,,"Back board inside (multiple supplicant inscriptions and one aphoristic inscription, Greek[?])",Front board and spine lacking,,Rubrication|~|Marginalia,,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 476,,Sinai. Old Collection,,,https://www.loc.gov/item/00279391202-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 483. Spiritual Paradise and Mimars : manuscript, 1177. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z16d6xc8,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1177,,1177,,,,,,,,,,"""The copying of this holy book was completed … at the end of Wednesday 7 in the month of Ḥazīrān [June] in the Year of Alexander son of Philip the Roman 1489"" (f. 380v).",,تمّ (passim)؛ كمل نسخ هذا الكتاب المقدّس بمعونة الله و حسن توفيقه (f. 380v).,,,,,,,,280 ff. ; 1349.5 g,Codex,260 x 180 x 66 mm,Paper,ff. 55 and 240–339 lacking,,,,,,,Front and back boards lacking,,"Rubrication|~|Illustration(s)|~|Border(s), Decorative|~|Colophon",,text,Theological works|~|Apophthegmata,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 483,,Sinai. Old Collection,,,https://www.loc.gov/item/00279391251-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 492. Paradise of the Fathers : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z12n65mg,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1201/1300,,13th c.,,,,,,,,,,,نبتدي بعون الله و حسن توفيقه نكتب (f. 1v).,,,,,,,,,278 ff. ; 2654.8 g,Codex,285 x 204 x 99 mm,Paper,,,,,,,f. 1r (reader inscription and supplicant inscription),,,Rubrication|~|Marginalia,,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 492,,Sinai. Old Collection,,,https://www.loc.gov/item/00279391329-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 503. Lives of Saints : manuscript, 1240. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1xw5p5n,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1240,,1240,Aghātūn (f. 79r),,,,,,,,,"""The [copying of the] stories of the saints the immaculate fathers were finished …, and that was on Monday [?] 28 in the month of Iyār [May] in the Year of Our Father Adam, peace be upon him, [Anno Mundi] 6748, and Aghātūn … copied it at Holy Mount Sinai [Monastery] …"" (f. 79r).",,تمّت (f. 62r)؛ نجزت (f. 79r).,,,,,,,,79 ff. ; 731.6 g,Codex,230 x 161 x 47 mm,Paper,,,,Scribe: Aghātūn (f. 79r),,,Front flyleaf 1r,,,"Rubrication|~|Marginalia|~|Border(s), Decorative|~|Colophon",,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 503,,Sinai. Old Collection,,,https://www.loc.gov/item/0027939012A-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Kasotakis Vasilios | Galanis Lampros | Georgiades Christos
,,discovery,"Sinai Arabic 506. Paradise of the Fathers : manuscript [ca 13th c.]. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1t73mt3,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1201/1300,,13th c.,,,,,,,,,,,,تمّّ بعون الله (f. 174v).,,,,,,,,177 ff. ; 1022.7 g,Codex,230 x 161 x 69 mm,Paper,,,,,f. 175r,,"ff. 30r (aphoristic inscription), 32bv (supplicant inscriptions) 33bv (aphoristic inscription), 175r (reader inscription, supplicant inscriptions, etc, Coptic[?]), 175v (supplicant inscriptions)",,,Rubrication|~|Marginalia,,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 506,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390143-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
,,discovery,"Sinai Arabic 538. Hagiographica : manuscript, 1211. St. Catherine's Monastery, Sinai, Egypt",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1pg2w47,Work,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.  ,,,,1211,,1211,,,,,,,,,,,,,,,,,,,,377 ff. ; 1991.7 g,Codex,262 x 190 x 80 mm,Paper,f. 222 lacking,,,,"ff. 170r, 170v",,"ff. 167r (supplicant inscriptions), 167v (supplicant inscription, etc) 376v (supplicant inscription)",Front board and spine lacking,,Marginalia|~|Rubrication,Rodent damage affecting text on f. 376,text,Historical works|~|Hagiographies,ara,right-to-left,Arabic,Naskh,,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 538,,Sinai. Old Collection,,,https://www.loc.gov/item/00279390301-ms/,,"Statement of responsibility: Imaging performed under the auspices of His Eminence Archbishop Damianos and The Holy Council, Father Justin Sinaites Librarian, Early Manuscripts Electronic Library. Phelps Michael B. Project Director; Kasotakis Damianos. Imaging Director",Schneider | APO-DIGITAR 90/4.8 SES,11,The Holy Monastery of Saint Catherine Sinai | Galanis Lampros | Kasotakis Vasilios | Georgiades Christos | Nikiteas Iasonas
